Title: Bunker Lifting List;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Filters:;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Port is in the list P001,P003,P002,P004;;;;;;;;;;;;;;;;;;
Fuel Type is in the list LSF;;;;;;;;;;;;;;;;;;
Delivery Date is in range (01.01.2020 00:00 - 31.01.2025 00:00);;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Purchase Status;Requirement ID;Vessel;Voyage No.;Port;Ordered Qty;Fuel Type;Delivery Date;Payment Due Date;Barge Name;Claims;Invoice Price;Invoice No.;Vendor;Supplier;Invoiced Qty;Claim Details;Order Price;Purchase Comments
Invoiced;5699;V031;VOY003;P003;353,47;LSF;29.01.2020;28.02.2020;B149;;474,50;INV00107;VEND008;SUP009;353,07;;474,50;
Invoiced;5718;V090;VOY008;P004;294,82;LSF;31.01.2020;31.01.2020;B089;;632,00;INV001181;VEND023;SUP026;294,82;;632,00;
Invoiced;5746;V048;VOY008;P001;295,15;LSF;09.02.2020;10.03.2020;B083;;528,00;INV001338;VEND011;SUP014;295,15;;528,00;
Invoiced;5727;V069;VOY008;P004;496,25;LSF;11.02.2020;11.02.2020;B189;;483,41;INV00715;VEND010;SUP012;496,25;;483,41;
Invoiced;5731;V052;VOY006;P004;358,70;LSF;11.02.2020;11.02.2020;B060;;468,80;INV00714;VEND010;SUP012;358,73;;468,80;
Invoiced;5726;V022;VOY004;P003;550,60;LSF;14.02.2020;15.03.2020;B212;;478,50;INV00112;VEND008;SUP009;550,60;;478,50;
Invoiced;5745;V030;VOY008;P003;500,03;LSF;14.02.2020;15.03.2020;B212;;482,00;INV00108;VEND008;SUP009;500,03;;482,00;
Invoiced;5785;V063;VOY008;P003;300,00;LSF;20.02.2020;21.03.2020;B149;;486,25;INV00111;VEND008;SUP009;299,98;;486,25;NO BUNKER QTTY SURVERY
Invoiced;5730;V084;VOY008;P004;498,50;LSF;21.02.2020;21.02.2020;B187;;452,64;INV00716;VEND010;SUP012;498,50;;450,70;
Invoiced;5760;V087;VOY009;P003;599,57;LSF;25.02.2020;26.03.2020;B051;;449,25;INV00109;VEND008;SUP009;599,57;;449,25;NO BUNKER QUANTITY SURVEY
Invoiced;5792;V023;VOY008;P004;949,20;LSF;27.02.2020;27.02.2020;B082;;457,70;INV00717;VEND010;SUP012;949,24;;457,70;
Invoiced;5809;V052;VOY006;P001;178,50;LSF;27.02.2020;28.03.2020;B017;;490,00;INV001167;VEND026;SUP028;178,50;;490,00;
Invoiced;5839;V015;VOY009;P004;198,91;LSF;01.03.2020;31.03.2020;B151;;487,00;INV00378;VEND020;;198,91;;487,00;
Invoiced;5770;V029;VOY009;P003;941,78;LSF;02.03.2020;01.04.2020;B211;;451,25;INV00110;VEND008;SUP009;941,78;;451,25;NO BUNKER QUANTITY SURVEY
Invoiced;5796;V073;VOY008;P004;447,75;LSF;02.03.2020;02.03.2020;B057;;469,03;INV00701;VEND010;SUP012;447,75;;469,03;
Invoiced;5774;V006;VOY009;P001;316,69;LSF;03.03.2020;02.04.2020;B083;;504,50;INV001339;VEND011;SUP014;316,69;;504,50;
Invoiced;5818;V001;VOY010;P004;238,75;LSF;03.03.2020;02.04.2020;B125;;489,00;INV00379;VEND020;SUP023;238,75;;489,00;
Invoiced;5588;V051;VOY002;P004;1 000,00;LSF;04.03.2020;04.03.2020;B082;;465,75;INV00718;VEND010;SUP012;999,35;;465,75;
Invoiced;5808;V058;VOY002;P003;799,90;LSF;06.03.2020;05.04.2020;B211;;372,25;INV00113;VEND008;SUP009;799,90;;372,25;NO BUNKER QTTY SURVEY
Invoiced;5843;V052;VOY008;P001;175,50;LSF;08.03.2020;07.04.2020;B010;;427,00;INV001168;VEND026;SUP028;175,59;;427,00;
Invoiced;5819;V039;VOY009;P003;699,65;LSF;10.03.2020;09.04.2020;B051;;340,75;INV00117;VEND008;SUP009;700,24;;340,75;NO BUNKER QTTY SURVEY
Invoiced;5833;V048;VOY008;P003;400,60;LSF;10.03.2020;09.04.2020;B051;;410,00;INV00116;VEND008;SUP009;400,61;;410,00;NO BUNKER QTTY SURVEY
Invoiced;5875;V009;VOY009;P003;749,98;LSF;11.03.2020;10.04.2020;B051;;338,25;INV00118;VEND008;SUP009;749,98;;338,25;NO BUNKER QTTY SURVEY
Invoiced;5793;V050;VOY008;P004;1 098,51;LSF;12.03.2020;12.03.2020;B078;;410,77;INV00719;VEND010;SUP012;1 098,51;;410,77;
Invoiced;5815;V025;VOY009;P003;651,00;LSF;13.03.2020;12.04.2020;B211;;296,25;INV00114;VEND008;SUP009;650,74;;296,25;NO BUNKER QTTY SURVEY
Invoiced;5871;V083;VOY009;P003;419,18;LSF;16.03.2020;15.04.2020;B211;;304,00;INV00115;VEND008;SUP009;419,18;;304,00;NO BUNKER QTTY SURVEY
Invoiced;5777;V071;VOY011;P004;798,63;LSF;20.03.2020;20.03.2020;B057;;317,05;INV00721;VEND010;SUP012;798,63;;317,05;
Invoiced;5851;V055;VOY008;P004;1 198,89;LSF;22.03.2020;22.03.2020;B082;;291,58;INV00722;VEND010;SUP012;1 198,89;;291,58;
Invoiced;5850;V061;VOY009;P004;999,04;LSF;24.03.2020;24.03.2020;B082;;317,05;INV00720;VEND010;SUP012;1 000,02;;317,05;
Invoiced;5801;V027;VOY009;P004;1 047,50;LSF;30.03.2020;30.03.2020;B057;;247,46;INV00723;VEND010;SUP012;1 047,50;;247,46;
Invoiced;5872;V069;VOY010;P004;698,25;LSF;30.03.2020;30.03.2020;B187;;234,20;INV00724;VEND010;SUP012;698,25;;234,20;
Invoiced;5882;V088;VOY009;P003;949,73;LSF;31.03.2020;30.04.2020;B207;;234,50;INV00119;VEND008;SUP009;949,73;;234,50;NO BUNKER SURVEY. Del by MFM bage.
Invoiced;5889;V023;VOY009;P001;361,90;LSF;03.04.2020;03.04.2020;B084;;277,00;INV0071;VEND024;SUP014;361,95;;277,00;
Invoiced;5865;V026;VOY009;P004;644,50;LSF;04.04.2020;04.04.2020;B187;;265,43;INV00727;VEND010;SUP012;644,50;;265,43;
Invoiced;5849;V003;VOY009;P004;827,50;LSF;05.04.2020;05.04.2020;B081;;265,43;INV00725;VEND010;SUP012;827,39;;265,43;
Invoiced;5867;V087;VOY009;P004;798,00;LSF;05.04.2020;05.04.2020;B187;;247,46;INV00726;VEND010;SUP012;798,00;;247,46;
Invoiced;5926;V075;VOY009;P003;399,80;LSF;05.04.2020;05.05.2020;B211;;228,00;INV00124;VEND008;SUP009;399,79;;228,00;
Invoiced;5894;V068;VOY010;P003;749,15;LSF;10.04.2020;10.05.2020;B211;;212,50;INV00120;VEND008;SUP009;749,15;;212,50;
Invoiced;5896;V052;VOY008;P001;176,50;LSF;10.04.2020;10.05.2020;B008;;292,00;INV001169;VEND026;SUP028;176,50;;292,00;
Invoiced;5944;V089;VOY009;P004;419,54;LSF;11.04.2020;11.05.2020;B152;Demurrage;266,00;INV00380;VEND020;SUP023;419,54;USD 6,000 to be compensated by barge operator as agreed.;266,00;
Invoiced;5941;V071;VOY012;P004;166,90;LSF;13.04.2020;13.04.2020;B090;;266,00;INV001186;VEND023;SUP026;166,90;;266,00;
Invoiced;5891;V046;VOY010;P003;675,22;LSF;14.04.2020;14.05.2020;B144;;227,25;INV00121;VEND008;SUP009;675,22;;227,25;
Invoiced;5878;V016;VOY009;P001;769,67;LSF;16.04.2020;16.05.2020;B154;;278,00;INV001340;VEND011;SUP014;769,67;;278,00;
Invoiced;5928;V073;VOY009;P004;557,42;LSF;16.04.2020;16.04.2020;B082;;259,62;INV00731;VEND010;SUP012;557,42;;259,62;
Invoiced;5933;V015;VOY010;P004;99,23;LSF;19.04.2020;19.05.2020;B151;;270,00;INV00381;VEND020;SUP023;99,23;;270,00;
Invoiced;5920;V056;VOY010;P003;899,80;LSF;24.04.2020;24.05.2020;B051;;165,00;INV00122;VEND008;SUP009;899,82;;165,00;
Invoiced;5916;V043;VOY009;P003;1 499,70;LSF;25.04.2020;25.05.2020;B149;;165,00;INV00123;VEND008;SUP009;1 499,70;;165,00;
Invoiced;5948;V091;VOY011;P004;649,22;LSF;25.04.2020;25.04.2020;B078;;217,45;INV00728;VEND010;SUP012;649,22;;217,45;
Invoiced;5947;V004;VOY009;P001;392,20;LSF;26.04.2020;26.04.2020;B021;;214,00;INV00673;VEND028;SUP030;392,26;;214,00;
Invoiced;5921;V058;VOY008;P004;597,96;LSF;28.04.2020;28.04.2020;B057;;196,30;INV00729;VEND010;SUP012;598,88;;196,30;
Invoiced;5958;V006;VOY010;P004;317,16;LSF;30.04.2020;30.04.2020;B081;;183,78;INV00730;VEND010;SUP012;317,16;;183,78;
Invoiced;5957;V052;VOY009;P004;359,83;LSF;01.05.2020;01.05.2020;B082;;232,58;INV00732;VEND010;SUP012;359,83;;232,58;IR - approved
Invoiced;5978;V023;VOY010;P004;367,00;LSF;01.05.2020;01.05.2020;B057;;178,12;INV00733;VEND010;SUP012;367,00;;178,12;
Invoiced;5950;V005;VOY010;P001;798,93;LSF;04.05.2020;04.05.2020;B022;;175,00;INV00674;VEND028;SUP030;798,93;;175,00;IR - approved
Invoiced;5972;V029;VOY009;P001;676,92;LSF;04.05.2020;04.05.2020;B093;;175,00;INV00675;VEND028;SUP030;675,81;;175,00;
Invoiced;5982;V013;VOY009;P003;381,24;LSF;06.05.2020;05.06.2020;B207;;183,25;INV00125;VEND008;SUP009;381,24;;183,25;
Invoiced;5965;V087;VOY010;P004;799,19;LSF;07.05.2020;07.05.2020;B078;;161,13;INV00735;VEND010;SUP012;799,19;;161,13;
Invoiced;5989;V004;VOY009;P004;297,50;LSF;07.05.2020;07.05.2020;B187;;179,75;INV00734;VEND010;SUP012;298,00;;179,75;
Invoiced;5980;V022;VOY008;P003;999,47;LSF;09.05.2020;08.06.2020;B051;;190,25;INV00126;VEND008;SUP009;999,47;;190,25;
Invoiced;5968;V026;VOY010;P001;772,34;LSF;12.05.2020;12.05.2020;B098;;176,88;INV00676;VEND028;SUP030;772,34;;176,84;
Invoiced;5993;V069;VOY011;P004;496,25;LSF;13.05.2020;13.05.2020;B187;;224,60;INV00736;VEND010;SUP012;496,25;;224,60;
Invoiced;5985;V003;VOY009;P003;749,60;LSF;17.05.2020;16.06.2020;B149;;223,25;INV00127;VEND008;SUP009;749,69;;223,25;
Invoiced;6002;V090;VOY009;P004;548,83;LSF;18.05.2020;18.05.2020;B112;;244,00;INV001125;VEND030;SUP032;548,83;;244,00;
Invoiced;6032;V089;VOY011;P004;330,00;LSF;18.05.2020;17.06.2020;;;246,00;INV00382;VEND020;SUP023;328,50;;246,00;
Invoiced;5996;V073;VOY010;P004;298,80;LSF;21.05.2020;21.05.2020;B078;;233,54;INV00737;VEND010;SUP012;298,80;;233,54;
Invoiced;6014;V030;VOY009;P003;419,46;LSF;23.05.2020;22.06.2020;B149;;255,00;INV00128;VEND008;SUP009;419,46;;255,00;
Invoiced;6019;V025;VOY010;P003;700,30;LSF;28.05.2020;27.06.2020;B211;;243,25;INV00129;VEND008;SUP009;700,34;;243,25;
Invoiced;6030;V027;VOY010;P004;769,40;LSF;28.05.2020;28.05.2020;B081;;276,23;INV00738;VEND010;SUP012;769,41;;276,23;
Invoiced;6039;V060;VOY010;P003;700,17;LSF;31.05.2020;30.06.2020;B211;;244,25;INV00130;VEND008;SUP009;700,17;;244,25;
Invoiced;6021;V093;VOY013;P003;619,91;LSF;02.06.2020;02.07.2020;B211;;269,00;INV00131;VEND008;SUP009;619,91;;269,00;
Invoiced;5955;V051;VOY009;P004;299,30;LSF;04.06.2020;04.06.2020;B082;;292,70;INV00739;VEND010;SUP012;299,29;;292,70;
Invoiced;6087;V089;VOY012;P004;210,00;LSF;04.06.2020;04.07.2020;B152;;268,00;INV00383;VEND020;SUP023;209,41;;268,00;VLSFO: Straits BunkeringLSMGO: Singamas
Invoiced;6036;V054;VOY010;P004;1 149,20;LSF;05.06.2020;05.06.2020;B078;;285,99;INV00740;VEND010;SUP012;1 149,26;;285,99;
Invoiced;5998;V058;VOY009;P004;1 297,20;LSF;06.06.2020;06.06.2020;B081;;286,44;INV00741;VEND010;SUP012;1 297,20;;286,44;
Invoiced;6025;V023;VOY011;P004;148,90;LSF;09.06.2020;09.06.2020;B112;;268,00;INV001126;VEND030;SUP032;149,00;;268,00;
Invoiced;6029;V071;VOY012;P003;780,20;LSF;11.06.2020;11.07.2020;B211;;281,50;INV00132;VEND008;SUP009;780,21;;281,50;
Invoiced;6086;V064;VOY010;P001;674,59;LSF;11.06.2020;11.06.2020;B096;;292,50;INV00677;VEND028;SUP030;674,59;;292,50;
Invoiced;6085;V019;VOY012;P001;565,80;LSF;13.06.2020;13.07.2020;B024;;301,00;INV001170;VEND026;SUP028;565,80;;301,00;
Invoiced;6063;V055;VOY010;P004;1 199,70;LSF;14.06.2020;14.06.2020;B081;;309,76;INV00742;VEND010;SUP012;1 199,74;;309,76;
Invoiced;6062;V029;VOY011;P004;698,20;LSF;16.06.2020;16.06.2020;B078;;322,87;INV00744;VEND010;SUP012;698,71;;322,87;
Invoiced;6095;V069;VOY013;P004;498,50;LSF;17.06.2020;17.06.2020;B057;;332,78;INV00743;VEND010;SUP012;498,50;;332,78;
Invoiced;6074;V074;VOY011;P004;776,75;LSF;20.06.2020;20.06.2020;B057;;332,78;INV00745;VEND010;SUP012;776,75;;332,78;
Invoiced;6077;V015;VOY013;P004;199,55;LSF;23.06.2020;23.07.2020;B062;;298,00;INV00654;VEND013;SUP006;199,55;;298,00;
Invoiced;6113;V049;VOY010;P004;654,25;LSF;24.06.2020;24.06.2020;B187;;348,57;INV00746;VEND010;SUP012;654,25;;348,57;
Invoiced;6125;V012;VOY009;P004;694,75;LSF;25.06.2020;25.06.2020;B079;;313,78;INV00747;VEND010;SUP012;694,75;;313,78;
Invoiced;6090;V091;VOY014;P001;633,90;LSF;27.06.2020;27.07.2020;B083;;300,50;INV001341;VEND011;SUP014;633,90;;300,50;
Invoiced;6097;V073;VOY010;P003;440,45;LSF;27.06.2020;27.07.2020;B211;;281,75;INV00133;VEND008;SUP009;440,45;;280,00;
Invoiced;6103;V090;VOY011;P004;283,76;LSF;29.06.2020;29.06.2020;B192;;331,00;INV001127;VEND030;SUP032;283,76;;331,00;
Invoiced;6120;V004;VOY011;P004;618,32;LSF;29.06.2020;29.06.2020;B078;;353,86;INV00748;VEND010;SUP012;618,44;;353,86;
Invoiced;6134;V031;VOY011;P001;503,50;LSF;01.07.2020;31.07.2020;B019;;301,00;INV001171;VEND026;SUP028;503,50;;301,00;
Invoiced;6115;V065;VOY011;P003;670,00;LSF;02.07.2020;01.08.2020;B149;;307,75;INV00134;VEND008;SUP009;669,55;;307,75;
Invoiced;6069;V094;VOY011;P004;848,78;LSF;03.07.2020;03.07.2020;B081;;347,53;INV00751;VEND010;SUP012;848,78;;347,53;
Invoiced;6092;V026;VOY011;P004;1 077,94;LSF;03.07.2020;03.07.2020;B057;;352,74;INV00750;VEND010;SUP012;1 077,75;;352,74;
Invoiced;6131;V086;VOY010;P004;898,30;LSF;03.07.2020;03.07.2020;B081;;311,38;INV00749;VEND010;SUP012;898,30;;311,38;
Invoiced;6104;V087;VOY010;P003;1 099,48;LSF;05.07.2020;04.08.2020;B149;;308,75;INV00135;VEND008;SUP009;1 099,48;;308,75;
Invoiced;6114;V043;VOY011;P004;799,29;LSF;05.07.2020;05.07.2020;B081;;327,23;INV00754;VEND010;SUP012;799,50;6.259mt LGO = USD 2 359.643;327,23;
Invoiced;6133;V068;VOY011;P003;299,80;LSF;06.07.2020;05.08.2020;B149;;312,75;INV00136;VEND008;SUP009;299,80;;312,75;
Invoiced;6121;V054;VOY011;P004;748,40;LSF;07.07.2020;07.07.2020;B078;;299,94;INV00752;VEND010;SUP012;748,47;;299,94;
Invoiced;6143;V083;VOY011;P004;673,97;LSF;07.07.2020;07.07.2020;B081;;327,23;INV00753;VEND010;SUP012;673,97;;327,23;
Invoiced;6138;V019;VOY012;P004;596,50;LSF;09.07.2020;09.07.2020;B187;;327,23;INV00755;VEND010;SUP012;596,50;;327,23;
Invoiced;6160;V090;VOY012;P004;282,91;LSF;12.07.2020;11.08.2020;B186;;335,00;INV001131;VEND007;SUP008;282,91;;335,00;
Invoiced;6094;V041;VOY010;P003;1 100,00;LSF;13.07.2020;12.08.2020;B211;;309,50;INV00137;VEND008;SUP009;1 099,87;;309,50;
Invoiced;6151;V047;VOY008;P004;648,07;LSF;17.07.2020;17.07.2020;B187;;334,30;INV00756;VEND010;SUP012;648,25;;334,30;
Invoiced;6167;V091;VOY015;P004;472,50;LSF;25.07.2020;25.07.2020;B187;;327,60;INV00758;VEND010;SUP012;472,50;;327,60;
Invoiced;6169;V006;VOY012;P004;367,50;LSF;25.07.2020;25.07.2020;B187;;327,60;INV00757;VEND010;SUP012;367,50;;327,60;
Invoiced;6129;V063;VOY012;P003;699,51;LSF;26.07.2020;25.08.2020;B149;;322,00;INV00138;VEND008;SUP009;699,51;;322,00;
Invoiced;6189;V058;VOY010;P003;700,00;LSF;27.07.2020;26.08.2020;B051;;317,25;INV00139;VEND008;SUP009;700,08;;317,25;
Invoiced;6194;V026;VOY011;P001;341,54;LSF;28.07.2020;27.08.2020;B023;;351,00;INV001172;VEND026;SUP028;341,54;;351,00;
Invoiced;6044;V010;VOY009;P004;1 149,04;LSF;29.07.2020;29.07.2020;B082;;335,50;INV00759;VEND010;SUP012;1 149,04;;335,50;
Invoiced;6147;V013;VOY011;P003;999,42;LSF;29.07.2020;28.08.2020;B149;;322,00;INV00140;VEND008;SUP009;499,72;;322,00;
Invoiced;6161;V056;VOY012;P003;1 049,40;LSF;30.07.2020;29.08.2020;B051;;304,50;INV00141;VEND008;SUP009;1 049,44;;304,50;
Invoiced;6184;V075;VOY012;P004;469,65;LSF;31.07.2020;31.07.2020;B082;;345,31;INV00760;VEND010;SUP012;469,65;;345,31;
Invoiced;6210;V040;VOY011;P003;400,00;LSF;01.08.2020;31.08.2020;B051;;307,00;INV00142;VEND008;SUP009;400,04;;307,00;
Invoiced;6186;V074;VOY012;P003;419,92;LSF;02.08.2020;01.09.2020;B051;;307,00;INV00143;VEND008;SUP009;419,92;;307,00;
Invoiced;6199;V029;VOY012;P004;576,70;LSF;03.08.2020;03.08.2020;;;342,00;INV00761;VEND010;SUP012;576,19;;342,00;
Invoiced;6218;V069;VOY015;P004;695,25;LSF;08.08.2020;08.08.2020;B187;;348,05;INV00762;VEND010;SUP012;695,25;;348,05;
Invoiced;6214;V044;VOY014;P001;640,20;LSF;10.08.2020;09.09.2020;B024;;333,00;INV001173;VEND026;SUP028;640,20;;333,00;
Invoiced;6216;V090;VOY013;P001;284,75;LSF;10.08.2020;09.09.2020;B008;;333,00;INV001174;VEND026;SUP028;284,75;;333,00;
Invoiced;6207;V083;VOY012;P004;439,16;LSF;11.08.2020;11.08.2020;B082;;344,71;INV00763;VEND010;SUP012;439,16;;344,71;
Invoiced;6123;V009;VOY012;P003;400,47;LSF;12.08.2020;11.09.2020;B051;;321,75;INV00144;VEND008;SUP009;400,47;;321,75;
Invoiced;6265;V015;VOY014;P004;99,34;LSF;13.08.2020;12.09.2020;B062;;338,00;INV00655;VEND013;SUP016;99,34;;338,00;
Invoiced;6263;V052;VOY010;P004;359,19;LSF;15.08.2020;15.08.2020;B081;;344,49;INV00764;VEND010;SUP012;359,19;;344,49;
Invoiced;6183;V031;VOY012;P001;496,56;LSF;16.08.2020;15.09.2020;B019;;333,00;INV001175;VEND026;SUP028;496,56;;333,00;
Invoiced;6221;V054;VOY012;P003;1 049,50;LSF;17.08.2020;16.09.2020;B051;;323,25;INV00145;VEND008;SUP009;1 049,54;;323,25;
Invoiced;6230;V012;VOY010;P004;748,54;LSF;19.08.2020;19.08.2020;B081;;344,49;INV00768;VEND010;SUP012;748,54;;344,49;
Invoiced;6239;V023;VOY012;P001;1 077,30;LSF;21.08.2020;20.09.2020;B070;;336,50;INV0010;VEND012;SUP015;1 077,33;;336,50;
Invoiced;6242;V043;VOY011;P003;1 240,70;LSF;21.08.2020;20.09.2020;B207;;310,00;INV00146;VEND008;SUP009;1 240,71;;310,00;
Invoiced;6247;V086;VOY010;P003;798,54;LSF;23.08.2020;22.09.2020;B050;;310,00;INV00147;VEND008;SUP009;798,54;;310,00;
Invoiced;6256;V060;VOY012;P004;745,00;LSF;23.08.2020;23.08.2020;B081;;346,79;INV00765;VEND010;SUP012;745,16;;346,79;
Invoiced;6209;V047;VOY009;P003;500,14;LSF;25.08.2020;24.09.2020;B207;;326,50;INV00148;VEND008;SUP009;500,14;;326,50;
Invoiced;6260;V085;VOY008;P001;435,20;LSF;25.08.2020;24.09.2020;B023;;348,00;INV00682;VEND015;SUP028;435,20;;348,00;
Invoiced;6173;V046;VOY012;P004;618,25;LSF;26.08.2020;26.08.2020;B057;;346,79;INV00766;VEND010;SUP012;618,25;;346,79;
Invoiced;6217;V006;VOY013;P001;388,58;LSF;26.08.2020;25.09.2020;B008;;334,00;INV001176;VEND026;SUP028;388,58;;334,00;
Invoiced;6229;V091;VOY016;P004;353,41;LSF;28.08.2020;28.08.2020;B081;;345,85;INV00702;VEND010;SUP012;353,41;;345,85;
Invoiced;6297;V058;VOY010;P004;799,90;LSF;31.08.2020;31.08.2020;B078;;352,20;INV00767;VEND010;SUP012;799,91;;352,20;
Invoiced;6171;V032;VOY010;P004;598,50;LSF;01.09.2020;01.09.2020;B082;;348,07;INV00769;VEND010;SUP012;598,60;;348,07;
Invoiced;6281;V027;VOY013;P003;800,00;LSF;01.09.2020;01.10.2020;B149;;327,75;INV00149;VEND008;SUP009;799,68;;327,75;
Invoiced;6294;V065;VOY012;P001;239,08;LSF;02.09.2020;02.10.2020;B010;Shortage;338,00;INV001178;VEND026;SUP028;266,03;Claims to be shortlifted by 26,952mt;338,00;
Invoiced;6246;V016;VOY011;P001;740,56;LSF;03.09.2020;03.10.2020;B008;;334,00;INV001177;VEND026;SUP028;740,56;;334,00;
Invoiced;6267;V087;VOY012;P003;300,40;LSF;04.09.2020;04.10.2020;B207;;303,75;INV00150;VEND008;SUP009;300,40;;303,75;
Invoiced;6284;V084;VOY012;P004;616,50;LSF;04.09.2020;04.09.2020;B057;;353,67;INV00770;VEND010;SUP012;616,50;;353,67;
Invoiced;6317;V052;VOY011;P004;299,73;LSF;06.09.2020;06.09.2020;B082;;350,00;INV00771;VEND010;SUP012;299,73;;350,00;
Ordered;6312;V030;VOY012;P003;400,73;LSF;07.09.2020;07.10.2020;B207;;297,25;INV00151;VEND008;SUP009;400,73;;297,25;
Invoiced;6320;V071;VOY014;P003;600,90;LSF;08.09.2020;08.10.2020;B207;;279,25;INV00152;VEND008;SUP009;600,94;;279,25;
Invoiced;6318;V021;VOY008;P004;699,20;LSF;09.09.2020;09.09.2020;B082;;331,89;INV00772;VEND010;SUP012;699,20;;331,89;
Invoiced;6330;V075;VOY014;P004;499,81;LSF;14.09.2020;14.09.2020;B081;;312,25;INV00773;VEND010;SUP012;499,81;;312,25;
Invoiced;6257;V063;VOY012;P004;900,97;LSF;15.09.2020;15.09.2020;B082;;350,38;INV00774;VEND010;SUP012;900,79;;350,38;
Invoiced;6321;V005;VOY013;P004;559,53;LSF;17.09.2020;17.09.2020;B082;;316,00;INV00775;VEND010;SUP012;559,78;;316,00;
Invoiced;6325;V083;VOY012;P003;650,00;LSF;18.09.2020;18.10.2020;B149;;311,75;INV00153;VEND008;SUP009;649,65;;311,75;
Invoiced;6328;V043;VOY012;P004;598,12;LSF;20.09.2020;20.09.2020;B082;;312,25;INV00776;VEND010;SUP012;599,94;;312,25;
Invoiced;6334;V029;VOY013;P003;699,70;LSF;23.09.2020;23.10.2020;B207;;306,00;INV00154;VEND008;SUP009;700,05;;306,00;
Invoiced;6333;V026;VOY012;P004;998,78;LSF;24.09.2020;24.09.2020;B082;;329,21;INV00777;VEND010;SUP012;998,78;;329,21;
Invoiced;6351;V003;VOY012;P004;999,90;LSF;26.09.2020;26.09.2020;B078;;329,21;INV00778;VEND010;SUP012;999,90;;329,21;
